transaction_id,timestamp,day_of_week,is_weekend,hour,total_amount,num_items,payment_method
818,2024-08-07 10:22:26,Wednesday,0,10,3.0,1,Card
819,2024-06-08 12:58:44,Saturday,0,12,4.5,1,Card
820,2024-10-02 09:29:42,Wednesday,0,9,14.25,3,Cash
821,2024-01-12 19:24:36,Friday,0,19,2.75,1,Cash
822,2024-12-19 13:21:31,Thursday,0,13,7.5,2,Cash
823,2024-08-11 09:40:54,Sunday,0,9,16.5,4,Card
824,2024-07-24 16:39:47,Wednesday,1,16,11.5,3,Card
825,2024-08-31 12:22:50,Saturday,1,12,10.25,3,Card
826,2024-07-24 09:32:29,Wednesday,0,9,9.5,2,Cash
827,2024-04-05 13:13:42,Friday,1,13,17.5,3,Cash
828,2024-10-16 15:03:33,Wednesday,1,15,7.75,2,Cash
829,2024-07-29 11:53:58,Monday,1,11,4.75,1,Cash
830,2024-03-23 09:38:15,Saturday,0,9,3.0,1,Card
831,2024-06-07 12:35:27,Friday,1,12,14.5,4,Card
832,2024-03-31 13:02:46,Sunday,0,13,2.5,1,Mobile Pay
833,2024-06-09 12:55:04,Sunday,0,12,11.75,3,Card
834,2024-04-30 08:47:32,Tuesday,0,8,21.5,3,Mobile Pay
835,2024-09-11 16:15:38,Wednesday,0,16,8.5,1,Card
836,2024-07-18 16:47:15,Thursday,1,16,3.0,1,Card
837,2024-08-13 10:55:37,Tuesday,0,10,4.0,1,Cash
838,2024-06-11 12:30:43,Tuesday,0,12,4.5,1,Cash
839,2024-07-04 11:23:52,Thursday,0,11,3.0,1,Mobile Pay
840,2024-12-05 15:03:44,Thursday,0,15,11.5,3,Cash
841,2024-07-04 16:43:07,Thursday,0,16,9.0,2,Card
842,2024-05-10 11:59:52,Friday,1,11,5.5,1,Card
843,2024-11-19 09:51:49,Tuesday,0,9,8.0,2,Card
844,2024-08-29 15:59:53,Thursday,1,15,10.0,2,Card
845,2024-09-16 07:26:38,Monday,0,7,8.5,2,Cash
846,2024-11-24 14:40:28,Sunday,1,14,4.75,1,Cash
847,2024-10-21 09:10:15,Monday,1,9,27.0,5,Card
848,2024-03-09 11:43:37,Saturday,1,11,12.75,3,Mobile Pay
849,2024-04-24 08:01:59,Wednesday,1,8,7.0,2,Card
850,2024-12-25 15:03:25,Wednesday,0,15,6.5,2,Mobile Pay
851,2024-10-17 08:45:33,Thursday,0,8,7.0,1,Card
852,2024-09-10 08:45:13,Tuesday,0,8,5.5,1,Cash
853,2024-09-10 10:27:54,Tuesday,0,10,4.0,1,Cash
854,2024-04-06 10:26:50,Saturday,0,10,4.5,1,Card
855,2024-08-18 16:23:37,Sunday,0,16,7.0,2,Card
856,2024-12-20 10:13:45,Friday,0,10,4.75,1,Card
857,2024-02-18 12:03:21,Sunday,0,12,13.5,3,Cash
858,2024-12-29 15:02:00,Sunday,1,15,9.25,2,Card
859,2024-01-22 13:16:10,Monday,1,13,17.0,4,Card
860,2024-06-09 07:08:31,Sunday,0,7,18.75,3,Card
861,2024-11-09 15:59:16,Saturday,0,15,8.5,2,Cash
862,2024-03-18 13:59:42,Monday,1,13,6.5,2,Card
863,2024-05-13 08:29:27,Monday,0,8,7.0,1,Card
864,2024-07-01 19:35:31,Monday,0,19,3.0,1,Cash
865,2024-03-04 11:13:55,Monday,1,11,14.5,3,Cash
866,2024-10-25 20:00:33,Friday,0,20,11.0,2,Card
867,2024-12-12 08:21:01,Thursday,0,8,8.0,1,Card
868,2024-10-29 17:06:53,Tuesday,0,17,2.5,1,Card
869,2024-12-03 12:40:17,Tuesday,1,12,8.0,1,Cash
870,2024-06-15 17:46:58,Saturday,0,17,12.25,4,Card
871,2024-02-06 12:38:24,Tuesday,0,12,4.5,1,Card
872,2024-02-15 07:13:10,Thursday,0,7,4.75,1,Cash
873,2024-03-19 10:31:51,Tuesday,1,10,10.5,3,Cash
874,2024-09-19 10:28:56,Thursday,1,10,3.5,1,Card
875,2024-07-07 14:27:40,Sunday,1,14,4.0,1,Card
876,2024-11-27 13:09:59,Wednesday,0,13,5.0,1,Card
877,2024-08-27 11:58:51,Tuesday,0,11,3.0,1,Card
878,2024-05-07 13:18:36,Tuesday,1,13,2.5,1,Card
879,2024-07-30 08:42:46,Tuesday,0,8,9.0,2,Card
880,2024-01-09 10:42:29,Tuesday,1,10,4.75,1,Card
881,2024-06-01 09:46:29,Saturday,0,9,13.0,2,Card
882,2024-04-18 08:47:38,Thursday,0,8,3.0,1,Card
883,2024-01-03 10:00:10,Wednesday,0,10,9.25,2,Cash
884,2024-09-06 09:52:39,Friday,0,9,3.0,1,Cash
885,2024-06-03 09:08:00,Monday,1,9,9.5,3,Card
886,2024-11-28 09:53:40,Thursday,0,9,10.5,3,Card
887,2024-01-12 10:57:09,Friday,1,10,5.25,2,Card
888,2024-04-13 11:53:53,Saturday,1,11,3.0,1,Cash
889,2024-07-31 15:47:37,Wednesday,0,15,7.25,2,Card
890,2024-09-19 12:39:59,Thursday,0,12,11.25,2,Cash
891,2024-01-10 10:20:35,Wednesday,0,10,5.5,1,Card
892,2024-02-29 11:41:22,Thursday,0,11,4.5,1,Card
893,2024-08-28 10:14:32,Wednesday,0,10,7.0,1,Card
894,2024-12-02 11:56:18,Monday,0,11,9.5,2,Mobile Pay
895,2024-07-03 16:51:54,Wednesday,1,16,3.0,1,Card
896,2024-03-07 08:10:38,Thursday,0,8,3.5,1,Mobile Pay
897,2024-06-04 09:35:03,Tuesday,0,9,15.5,4,Mobile Pay
898,2024-01-17 16:21:27,Wednesday,1,16,2.75,1,Card
899,2024-06-30 15:49:56,Sunday,1,15,19.0,4,Card
900,2024-08-22 18:48:07,Thursday,0,18,17.0,4,Card
901,2024-02-23 08:07:55,Friday,0,8,4.0,1,Cash
902,2024-08-14 15:31:46,Wednesday,1,15,4.0,1,Cash
903,2024-04-13 12:26:49,Saturday,1,12,8.5,1,Card
904,2024-03-28 09:23:45,Thursday,1,9,7.0,2,Cash
905,2024-04-26 10:27:26,Friday,1,10,25.0,4,Card
906,2024-09-21 18:05:21,Saturday,1,18,16.0,5,Mobile Pay
907,2024-11-19 19:51:42,Tuesday,0,19,18.25,3,Cash
908,2024-06-09 16:00:52,Sunday,0,16,4.0,1,Mobile Pay
909,2024-07-25 11:13:56,Thursday,0,11,6.5,2,Cash
910,2024-07-26 14:56:19,Friday,0,14,4.0,1,Card
911,2024-09-23 19:18:13,Monday,0,19,4.0,1,Card
912,2024-03-22 07:56:50,Friday,0,7,13.0,2,Card
913,2024-09-15 10:03:53,Sunday,1,10,6.5,2,Cash
914,2024-08-17 09:47:00,Saturday,0,9,8.0,1,Cash
915,2024-10-16 13:40:42,Wednesday,0,13,7.5,2,Card
916,2024-12-10 10:24:33,Tuesday,1,10,4.0,1,Card
917,2024-08-20 08:45:27,Tuesday,0,8,10.5,3,Card
918,2024-02-09 10:33:25,Friday,0,10,8.75,2,Card
919,2024-11-21 10:28:44,Thursday,0,10,19.25,3,Card
920,2024-09-05 13:08:45,Thursday,0,13,7.0,2,Card
921,2024-03-21 17:23:58,Thursday,0,17,14.0,4,Card
922,2024-03-01 10:23:19,Friday,0,10,2.5,1,Card
923,2024-08-03 07:57:19,Saturday,0,7,15.25,3,Card
924,2024-02-04 16:26:30,Sunday,0,16,9.75,2,Cash
925,2024-11-06 10:08:32,Wednesday,1,10,9.25,3,Card
926,2024-12-06 12:24:14,Friday,0,12,9.5,3,Card
927,2024-11-26 08:10:45,Tuesday,0,8,5.0,1,Cash
928,2024-10-14 13:41:35,Monday,0,13,9.0,1,Card
929,2024-10-18 13:48:30,Friday,1,13,3.0,1,Card
930,2024-05-20 14:15:53,Monday,0,14,10.0,2,Cash
931,2024-06-13 10:02:31,Thursday,0,10,11.75,3,Mobile Pay
932,2024-07-14 09:07:06,Sunday,0,9,8.5,2,Cash
933,2024-06-06 18:43:10,Thursday,0,18,9.0,1,Card
934,2024-01-30 09:06:20,Tuesday,0,9,5.5,1,Card
935,2024-01-27 10:48:38,Saturday,1,10,7.25,2,Card
936,2024-06-11 11:26:04,Tuesday,0,11,4.75,1,Card
937,2024-05-17 12:37:43,Friday,0,12,3.5,1,Cash
938,2024-06-04 12:28:05,Tuesday,0,12,9.25,3,Card
939,2024-05-05 12:27:58,Sunday,0,12,11.0,2,Mobile Pay
940,2024-05-28 13:10:00,Tuesday,0,13,7.0,1,Card
941,2024-12-14 10:22:53,Saturday,0,10,6.25,2,Card
942,2024-10-15 08:05:25,Tuesday,0,8,11.75,2,Mobile Pay
943,2024-04-17 12:51:20,Wednesday,0,12,20.0,3,Cash
944,2024-05-05 14:20:21,Sunday,1,14,26.5,5,Card
945,2024-12-10 08:35:57,Tuesday,0,8,7.5,2,Card
946,2024-11-29 08:01:57,Friday,0,8,10.0,3,Cash
947,2024-07-02 12:53:49,Tuesday,1,12,16.75,5,Cash
948,2024-12-29 11:05:52,Sunday,1,11,3.25,1,Card
949,2024-07-04 07:31:57,Thursday,0,7,7.5,2,Mobile Pay
950,2024-07-21 08:17:36,Sunday,0,8,8.0,2,Cash
951,2024-12-15 12:11:04,Sunday,0,12,6.25,2,Mobile Pay
952,2024-09-24 14:17:12,Tuesday,0,14,13.5,3,Cash
953,2024-10-13 17:00:27,Sunday,1,17,24.0,4,Card
954,2024-09-22 12:23:33,Sunday,1,12,17.75,4,Card
955,2024-06-20 08:36:51,Thursday,0,8,3.25,1,Mobile Pay
956,2024-02-08 18:12:10,Thursday,1,18,5.0,1,Card
957,2024-01-13 12:40:59,Saturday,0,12,4.5,1,Card
958,2024-06-23 15:52:21,Sunday,0,15,7.0,2,Card
959,2024-02-18 13:37:07,Sunday,0,13,2.5,1,Card
960,2024-12-21 09:08:03,Saturday,1,9,9.5,2,Card
961,2024-01-29 12:18:54,Monday,0,12,3.0,1,Cash
962,2024-11-02 14:39:00,Saturday,0,14,4.5,1,Card
963,2024-11-13 08:41:43,Wednesday,0,8,9.0,2,Card
964,2024-01-07 12:04:37,Sunday,0,12,6.75,2,Cash
965,2024-06-30 12:46:39,Sunday,1,12,3.5,1,Card
966,2024-10-26 12:41:48,Saturday,1,12,7.0,2,Card
967,2024-06-24 09:00:33,Monday,0,9,5.5,2,Card
968,2024-01-28 12:12:12,Sunday,1,12,2.5,1,Card
969,2024-12-21 14:29:38,Saturday,1,14,15.75,4,Card
970,2024-09-10 09:00:40,Tuesday,0,9,4.5,1,Cash
971,2024-09-03 14:52:21,Tuesday,0,14,17.25,3,Card
972,2024-02-07 11:35:07,Wednesday,1,11,10.0,2,Card
973,2024-04-11 09:11:14,Thursday,0,9,10.0,3,Card
974,2024-03-31 15:58:06,Sunday,0,15,3.0,1,Card
975,2024-06-22 17:19:29,Saturday,0,17,8.5,1,Cash
976,2024-11-15 16:56:45,Friday,0,16,3.0,1,Mobile Pay
977,2024-04-08 13:44:23,Monday,1,13,10.0,2,Cash
978,2024-04-06 16:18:50,Saturday,1,16,5.0,1,Card
979,2024-09-17 18:56:31,Tuesday,0,18,2.5,1,Card
980,2024-11-10 07:32:24,Sunday,0,7,5.75,2,Card
981,2024-04-01 11:23:33,Monday,1,11,12.0,3,Mobile Pay
982,2024-11-28 07:14:57,Thursday,0,7,5.5,1,Card
983,2024-08-05 16:36:10,Monday,0,16,11.0,3,Card
984,2024-09-22 10:37:02,Sunday,0,10,5.0,1,Card
985,2024-08-09 10:51:31,Friday,0,10,4.0,1,Card
986,2024-05-15 13:22:57,Wednesday,0,13,8.5,1,Card
987,2024-02-10 14:59:14,Saturday,0,14,2.5,1,Card
988,2024-06-19 09:21:16,Wednesday,0,9,8.5,1,Cash
989,2024-04-07 13:08:54,Sunday,0,13,10.25,2,Card
990,2024-05-24 16:50:25,Friday,1,16,9.0,3,Mobile Pay
991,2024-07-22 11:46:47,Monday,1,11,3.5,1,Card
992,2024-08-24 10:05:20,Saturday,0,10,18.5,3,Card
993,2024-01-16 12:36:55,Tuesday,1,12,23.5,4,Card
994,2024-07-25 14:44:34,Thursday,0,14,3.5,1,Card
995,2024-03-12 08:21:36,Tuesday,0,8,8.5,2,Mobile Pay
996,2024-04-14 18:04:34,Sunday,1,18,13.5,2,Cash
997,2024-02-17 08:43:35,Saturday,0,8,8.5,1,Cash
998,2024-04-05 10:58:24,Friday,1,10,3.0,1,Card
999,2024-07-07 12:10:20,Sunday,0,12,11.75,3,Card
1000,2024-02-05 12:57:55,Monday,1,12,20.0,4,Card
1001,2024-10-27 09:45:43,Sunday,0,9,4.0,1,Mobile Pay
1002,2024-02-02 15:38:51,Friday,0,15,4.5,1,Card
1003,2024-08-23 12:02:47,Friday,1,12,11.0,2,Cash
1004,2024-07-19 14:51:54,Friday,1,14,7.0,1,Cash
1005,2024-07-15 17:11:44,Monday,0,17,13.75,2,Card
1006,2024-05-20 16:34:18,Monday,0,16,5.75,2,Mobile Pay
1007,2024-07-29 19:35:07,Monday,0,19,13.5,4,Card
1008,2024-04-16 11:29:01,Tuesday,0,11,3.0,1,Cash
1009,2024-06-24 15:54:12,Monday,1,15,3.0,1,Mobile Pay
1010,2024-12-09 15:31:29,Monday,1,15,13.5,2,Card
1011,2024-03-23 08:01:38,Saturday,0,8,4.5,1,Card
1012,2024-03-27 08:48:00,Wednesday,0,8,8.0,2,Card
1013,2024-12-11 12:28:44,Wednesday,0,12,3.0,1,Card
1014,2024-12-03 16:24:44,Tuesday,0,16,2.5,1,Card
1015,2024-04-13 17:23:58,Saturday,0,17,3.0,1,Card
1016,2024-06-21 15:43:42,Friday,0,15,9.0,1,Card
1017,2024-03-26 14:02:26,Tuesday,0,14,13.0,2,Cash
1018,2024-04-16 17:25:27,Tuesday,0,17,4.0,1,Card
1019,2024-01-08 10:20:00,Monday,0,10,4.5,1,Card
1020,2024-11-28 12:02:04,Thursday,0,12,11.0,3,Mobile Pay
1021,2024-10-01 14:59:54,Tuesday,0,14,7.5,2,Card
1022,2024-12-22 10:59:49,Sunday,0,10,7.0,2,Mobile Pay
1023,2024-12-07 11:21:01,Saturday,0,11,7.5,2,Cash
1024,2024-09-14 12:00:14,Saturday,0,12,3.5,1,Card
1025,2024-08-07 14:39:05,Wednesday,0,14,4.0,1,Card
1026,2024-07-11 09:02:15,Thursday,0,9,15.75,3,Card
1027,2024-06-11 13:48:02,Tuesday,0,13,11.0,2,Card
1028,2024-04-27 16:21:21,Saturday,1,16,10.0,2,Card
1029,2024-12-22 13:38:55,Sunday,0,13,4.5,1,Card
1030,2024-02-03 16:04:12,Saturday,0,16,8.0,1,Mobile Pay
1031,2024-02-16 08:35:53,Friday,0,8,6.75,2,Card
1032,2024-06-08 08:12:15,Saturday,0,8,5.0,1,Card
1033,2024-08-17 18:12:17,Saturday,0,18,15.75,3,Card
1034,2024-08-13 10:39:47,Tuesday,0,10,4.0,1,Mobile Pay
1035,2024-01-11 14:27:54,Thursday,0,14,7.0,1,Card
1036,2024-03-19 12:11:16,Tuesday,0,12,4.5,1,Card
1037,2024-11-06 11:21:08,Wednesday,0,11,11.0,2,Card
1038,2024-07-10 11:59:26,Wednesday,0,11,14.75,3,Cash
1039,2024-02-06 10:02:58,Tuesday,0,10,9.0,1,Card
1040,2024-05-10 15:48:46,Friday,1,15,9.5,3,Card
1041,2024-05-06 09:02:58,Monday,0,9,11.0,3,Cash
1042,2024-11-05 11:43:09,Tuesday,0,11,3.5,1,Mobile Pay
1043,2024-01-07 10:05:41,Sunday,1,10,11.25,2,Card
1044,2024-08-04 10:27:16,Sunday,1,10,9.5,2,Card
1045,2024-02-15 08:36:49,Thursday,0,8,13.0,2,Card
1046,2024-12-23 09:10:52,Monday,0,9,3.0,1,Cash
1047,2024-09-25 10:18:46,Wednesday,0,10,4.0,1,Card
1048,2024-04-11 12:32:07,Thursday,1,12,10.5,3,Cash
1049,2024-07-28 12:58:39,Sunday,1,12,5.5,2,Card
1050,2024-06-24 07:15:30,Monday,0,7,3.5,1,Card
1051,2024-01-04 13:50:02,Thursday,0,13,4.0,1,Card
1052,2024-09-23 19:48:17,Monday,0,19,13.25,3,Card
1053,2024-06-10 15:23:42,Monday,0,15,5.0,1,Mobile Pay
1054,2024-02-21 06:55:44,Wednesday,0,6,8.5,1,Mobile Pay
1055,2024-11-04 10:33:17,Monday,1,10,12.0,3,Mobile Pay
1056,2024-07-30 13:00:40,Tuesday,0,13,17.5,4,Cash
1057,2024-12-13 12:38:31,Friday,1,12,7.25,2,Mobile Pay
1058,2024-12-03 16:57:06,Tuesday,1,16,4.0,1,Card
1059,2024-10-19 14:45:32,Saturday,0,14,2.75,1,Card
1060,2024-10-07 19:29:10,Monday,0,19,15.75,3,Card
1061,2024-12-03 13:06:27,Tuesday,0,13,20.0,4,Card
1062,2024-12-06 12:57:42,Friday,1,12,4.0,1,Cash
1063,2024-12-20 09:14:59,Friday,0,9,9.5,2,Card
1064,2024-11-30 14:35:54,Saturday,1,14,4.5,1,Card
1065,2024-02-15 10:37:59,Thursday,0,10,9.0,1,Card
1066,2024-06-09 18:36:47,Sunday,0,18,2.5,1,Card
1067,2024-08-04 09:23:51,Sunday,0,9,7.5,2,Cash
1068,2024-02-24 10:34:54,Saturday,0,10,3.0,1,Mobile Pay
1069,2024-09-12 13:09:38,Thursday,0,13,3.25,1,Cash
1070,2024-01-18 12:19:32,Thursday,0,12,18.75,4,Cash
1071,2024-05-29 13:24:03,Wednesday,0,13,19.75,4,Cash
1072,2024-01-27 17:49:11,Saturday,0,17,16.25,3,Mobile Pay
1073,2024-01-12 12:21:27,Friday,0,12,11.5,2,Card
1074,2024-05-24 09:59:12,Friday,0,9,7.0,2,Card
1075,2024-01-28 15:45:19,Sunday,0,15,4.0,1,Card
1076,2024-09-04 11:09:13,Wednesday,1,11,9.0,3,Card
1077,2024-03-16 10:27:43,Saturday,0,10,18.0,3,Card
1078,2024-03-01 19:41:21,Friday,1,19,19.5,5,Cash
1079,2024-11-30 14:49:44,Saturday,0,14,19.0,4,Card
1080,2024-11-30 11:00:07,Saturday,0,11,3.0,1,Cash
1081,2024-04-25 07:36:36,Thursday,0,7,3.0,1,Card
1082,2024-04-02 10:41:44,Tuesday,0,10,2.75,1,Card
1083,2024-12-31 16:50:34,Tuesday,0,16,8.5,1,Card
1084,2024-10-01 14:33:31,Tuesday,0,14,8.5,1,Card
1085,2024-03-04 14:13:42,Monday,0,14,11.5,3,Card
1086,2024-03-03 09:36:13,Sunday,1,9,4.5,1,Cash
1087,2024-03-04 11:23:34,Monday,0,11,8.0,1,Cash
1088,2024-06-02 07:33:57,Sunday,0,7,7.5,2,Card
1089,2024-06-09 13:22:38,Sunday,1,13,3.0,1,Cash
1090,2024-01-19 08:19:54,Friday,0,8,16.5,3,Card
1091,2024-11-14 10:35:16,Thursday,0,10,3.0,1,Card
1092,2024-02-12 17:43:27,Monday,0,17,12.0,3,Card
1093,2024-12-22 13:45:23,Sunday,0,13,5.75,2,Card
1094,2024-06-10 19:27:24,Monday,0,19,5.0,1,Card
1095,2024-09-29 08:35:26,Sunday,0,8,3.0,1,Card
1096,2024-05-19 08:51:14,Sunday,0,8,3.0,1,Mobile Pay
1097,2024-07-12 18:50:59,Friday,0,18,4.0,1,Mobile Pay
1098,2024-09-07 08:22:44,Saturday,0,8,9.0,2,Card
1099,2024-03-28 09:48:24,Thursday,0,9,8.5,1,Cash
1100,2024-10-09 13:54:25,Wednesday,1,13,2.5,1,Card
1101,2024-12-02 08:24:36,Monday,0,8,5.75,2,Mobile Pay
1102,2024-05-07 14:26:45,Tuesday,1,14,8.5,2,Card
1103,2024-09-23 17:56:59,Monday,0,17,19.0,3,Card
1104,2024-02-16 14:04:46,Friday,1,14,2.75,1,Card
1105,2024-10-10 18:51:55,Thursday,1,18,17.75,4,Cash
1106,2024-09-29 13:25:00,Sunday,0,13,10.25,2,Cash
1107,2024-09-30 14:15:47,Monday,0,14,15.0,2,Mobile Pay
1108,2024-11-07 07:28:10,Thursday,0,7,9.5,2,Card
1109,2024-07-06 15:32:22,Saturday,0,15,15.75,4,Mobile Pay
1110,2024-10-03 15:54:07,Thursday,0,15,2.75,1,Card
1111,2024-11-19 12:13:59,Tuesday,0,12,9.0,1,Cash
1112,2024-08-25 16:54:31,Sunday,0,16,2.5,1,Card
1113,2024-06-30 10:22:56,Sunday,1,10,7.0,2,Card
1114,2024-09-20 16:26:07,Friday,0,16,10.5,3,Card
1115,2024-06-02 10:57:11,Sunday,0,10,12.5,2,Cash
1116,2024-03-23 08:47:27,Saturday,0,8,5.5,1,Cash
1117,2024-04-07 09:08:25,Sunday,0,9,4.0,1,Card
1118,2024-04-11 18:42:17,Thursday,1,18,5.75,2,Card
1119,2024-09-13 14:47:53,Friday,0,14,15.5,3,Card
1120,2024-09-13 06:43:15,Friday,0,6,8.5,1,Card
1121,2024-01-05 11:18:18,Friday,0,11,3.5,1,Card
1122,2024-09-18 08:17:49,Wednesday,0,8,4.5,1,Cash
1123,2024-08-07 10:45:50,Wednesday,1,10,14.75,3,Card
1124,2024-03-17 09:08:25,Sunday,0,9,8.0,1,Mobile Pay
1125,2024-01-10 12:05:55,Wednesday,0,12,4.75,1,Card
1126,2024-04-28 09:27:30,Sunday,0,9,4.75,1,Card
1127,2024-05-17 10:22:45,Friday,0,10,4.5,1,Card
1128,2024-01-01 09:47:20,Monday,1,9,10.0,2,Card
1129,2024-07-05 11:07:06,Friday,1,11,10.5,3,Cash
1130,2024-09-27 12:15:41,Friday,0,12,3.5,1,Card
1131,2024-03-07 14:38:07,Thursday,1,14,25.5,5,Mobile Pay
1132,2024-06-24 09:30:48,Monday,0,9,3.25,1,Card
1133,2024-08-02 12:16:57,Friday,0,12,20.5,3,Mobile Pay
1134,2024-11-18 15:58:27,Monday,1,15,11.75,2,Card
1135,2024-05-20 14:08:18,Monday,1,14,6.5,2,Cash
1136,2024-09-10 13:55:32,Tuesday,0,13,14.75,4,Card
1137,2024-04-15 10:10:36,Monday,1,10,13.5,3,Cash
1138,2024-05-12 09:14:18,Sunday,0,9,8.0,2,Card
1139,2024-05-29 07:09:56,Wednesday,0,7,3.0,1,Mobile Pay
1140,2024-11-24 19:52:13,Sunday,1,19,4.0,1,Cash
1141,2024-06-15 09:45:56,Saturday,1,9,14.25,3,Card
1142,2024-07-01 10:17:11,Monday,1,10,3.0,1,Mobile Pay
1143,2024-02-24 14:44:24,Saturday,0,14,14.5,3,Card
1144,2024-04-22 09:13:37,Monday,0,9,10.25,2,Card
1145,2024-07-07 10:30:05,Sunday,1,10,12.5,2,Card
1146,2024-11-27 09:19:10,Wednesday,0,9,15.5,3,Card
1147,2024-05-05 11:41:25,Sunday,0,11,4.0,1,Cash
1148,2024-11-04 10:24:01,Monday,1,10,8.5,1,Mobile Pay
1149,2024-05-07 14:17:09,Tuesday,0,14,9.5,3,Cash
1150,2024-06-22 15:05:12,Saturday,0,15,3.5,1,Mobile Pay
1151,2024-06-06 11:09:15,Thursday,1,11,16.5,3,Card
1152,2024-02-22 11:53:26,Thursday,0,11,7.0,1,Card
1153,2024-07-16 08:41:18,Tuesday,0,8,5.5,1,Card
1154,2024-09-08 08:07:14,Sunday,0,8,9.0,1,Card
1155,2024-06-19 08:59:59,Wednesday,0,8,16.0,3,Card
1156,2024-04-02 14:09:57,Tuesday,1,14,8.5,1,Card
1157,2024-05-18 17:42:23,Saturday,0,17,14.25,3,Card
1158,2024-12-01 10:09:24,Sunday,1,10,19.5,3,Card
1159,2024-03-15 08:08:11,Friday,0,8,6.75,2,Card
1160,2024-11-04 15:21:08,Monday,0,15,12.25,3,Card
1161,2024-09-09 12:52:14,Monday,0,12,3.5,1,Card
1162,2024-12-21 15:14:44,Saturday,0,15,4.0,1,Card
1163,2024-07-04 12:08:58,Thursday,0,12,7.0,1,Card
1164,2024-05-30 11:53:54,Thursday,0,11,13.75,2,Card
1165,2024-01-29 14:07:44,Monday,0,14,6.5,2,Mobile Pay
1166,2024-01-28 13:42:37,Sunday,0,13,8.5,1,Mobile Pay
1167,2024-03-16 10:05:15,Saturday,0,10,2.75,1,Cash
1168,2024-04-03 12:08:47,Wednesday,1,12,15.25,4,Card
1169,2024-03-20 07:41:02,Wednesday,0,7,8.0,2,Card
1170,2024-12-14 18:29:35,Saturday,1,18,2.75,1,Card
1171,2024-08-04 17:17:05,Sunday,0,17,11.0,2,Card
1172,2024-01-29 09:11:52,Monday,0,9,11.25,2,Cash
1173,2024-09-01 09:41:25,Sunday,0,9,15.5,3,Card
1174,2024-02-23 09:38:49,Friday,1,9,4.5,1,Card
1175,2024-04-18 13:48:58,Thursday,1,13,5.5,2,Card
1176,2024-10-16 07:50:30,Wednesday,0,7,4.5,1,Mobile Pay
1177,2024-07-01 14:25:32,Monday,0,14,3.25,1,Cash
1178,2024-12-25 13:21:26,Wednesday,0,13,9.0,3,Card
1179,2024-09-01 13:54:02,Sunday,1,13,4.5,1,Mobile Pay
1180,2024-04-28 17:51:43,Sunday,1,17,17.0,3,Cash
1181,2024-09-24 17:21:28,Tuesday,0,17,8.0,2,Mobile Pay
1182,2024-01-21 16:49:43,Sunday,0,16,4.0,1,Cash
1183,2024-03-19 12:31:06,Tuesday,0,12,12.5,3,Mobile Pay
1184,2024-09-12 08:20:10,Thursday,0,8,12.5,3,Card
1185,2024-12-29 14:16:30,Sunday,0,14,24.0,4,Mobile Pay
1186,2024-01-21 10:18:25,Sunday,0,10,5.0,1,Cash
1187,2024-07-06 11:39:20,Saturday,0,11,3.0,1,Card
1188,2024-12-15 07:41:03,Sunday,0,7,13.0,2,Card
1189,2024-05-28 10:36:25,Tuesday,0,10,12.5,3,Card
1190,2024-11-24 12:52:29,Sunday,0,12,4.0,1,Card
1191,2024-08-09 09:21:04,Friday,0,9,8.0,1,Card
1192,2024-08-31 08:29:02,Saturday,0,8,12.0,2,Card
1193,2024-01-17 19:49:24,Wednesday,0,19,8.5,1,Cash
1194,2024-04-19 07:55:01,Friday,0,7,13.0,4,Card
1195,2024-02-11 09:45:28,Sunday,0,9,11.5,3,Cash
1196,2024-08-07 11:48:19,Wednesday,1,11,4.75,1,Card
1197,2024-03-23 18:27:22,Saturday,0,18,14.0,3,Mobile Pay
1198,2024-02-09 14:37:39,Friday,0,14,3.0,1,Cash
1199,2024-01-08 08:29:59,Monday,0,8,5.5,1,Card
1200,2024-07-27 09:46:00,Saturday,0,9,20.5,4,Card
1201,2024-04-21 14:12:26,Sunday,0,14,7.0,2,Card
1202,2024-04-07 18:36:00,Sunday,0,18,4.0,1,Card
1203,2024-09-14 15:07:44,Saturday,0,15,8.0,1,Card
1204,2024-06-29 16:27:33,Saturday,1,16,7.0,1,Card
1205,2024-03-31 12:10:34,Sunday,0,12,4.5,1,Cash
1206,2024-08-11 14:44:39,Sunday,1,14,17.5,4,Card
1207,2024-02-23 11:48:39,Friday,0,11,11.0,3,Card
1208,2024-08-03 09:49:29,Saturday,0,9,8.5,2,Mobile Pay
1209,2024-08-25 10:52:41,Sunday,0,10,5.75,2,Card
1210,2024-09-16 09:56:42,Monday,0,9,8.5,1,Cash
1211,2024-12-10 09:57:58,Tuesday,0,9,2.5,1,Card
1212,2024-09-22 15:38:20,Sunday,0,15,9.0,1,Mobile Pay
1213,2024-10-11 18:12:39,Friday,0,18,17.0,2,Card
1214,2024-11-21 10:46:11,Thursday,0,10,4.5,1,Card
1215,2024-02-20 15:08:32,Tuesday,1,15,8.25,2,Mobile Pay
1216,2024-03-22 17:13:05,Friday,0,17,4.5,1,Cash
1217,2024-03-19 07:45:34,Tuesday,0,7,9.75,3,Card
1218,2024-11-20 13:22:11,Wednesday,0,13,7.0,1,Card
1219,2024-05-05 14:51:50,Sunday,0,14,4.5,1,Card
1220,2024-03-14 13:40:37,Thursday,0,13,13.0,3,Card
1221,2024-04-02 08:31:54,Tuesday,0,8,8.5,1,Card
